spawn bash -c cat .run-ssh | ssh root@10.10.11.131 'bash -s' 
root@10.10.11.131's password: 
PING 2.10.0.2 (2.10.0.2) 56(84) bytes of data.
64 bytes from 2.10.0.2: icmp_seq=15202 ttl=61 time=0.417 ms
64 bytes from 2.10.0.2: icmp_seq=15203 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15204 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15205 ttl=61 time=0.383 ms
64 bytes from 2.10.0.2: icmp_seq=15206 ttl=61 time=0.399 ms
64 bytes from 2.10.0.2: icmp_seq=15207 ttl=61 time=0.343 ms
64 bytes from 2.10.0.2: icmp_seq=15208 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15209 ttl=61 time=0.416 ms
64 bytes from 2.10.0.2: icmp_seq=15210 ttl=61 time=0.344 ms
64 bytes from 2.10.0.2: icmp_seq=15211 ttl=61 time=0.342 ms
64 bytes from 2.10.0.2: icmp_seq=15212 ttl=61 time=0.422 ms
64 bytes from 2.10.0.2: icmp_seq=15213 ttl=61 time=0.328 ms
64 bytes from 2.10.0.2: icmp_seq=15214 ttl=61 time=0.400 ms
64 bytes from 2.10.0.2: icmp_seq=15215 ttl=61 time=0.371 ms
64 bytes from 2.10.0.2: icmp_seq=15216 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15217 ttl=61 time=0.403 ms
64 bytes from 2.10.0.2: icmp_seq=15218 ttl=61 time=0.420 ms
64 bytes from 2.10.0.2: icmp_seq=15219 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15220 ttl=61 time=0.376 ms
64 bytes from 2.10.0.2: icmp_seq=15221 ttl=61 time=0.396 ms
64 bytes from 2.10.0.2: icmp_seq=15222 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15223 ttl=61 time=0.377 ms
64 bytes from 2.10.0.2: icmp_seq=15224 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15225 ttl=61 time=0.378 ms
64 bytes from 2.10.0.2: icmp_seq=15226 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15227 ttl=61 time=0.382 ms
64 bytes from 2.10.0.2: icmp_seq=15228 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15229 ttl=61 time=0.403 ms
64 bytes from 2.10.0.2: icmp_seq=15230 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15231 ttl=61 time=0.435 ms
64 bytes from 2.10.0.2: icmp_seq=15232 ttl=61 time=0.377 ms
64 bytes from 2.10.0.2: icmp_seq=15233 ttl=61 time=0.407 ms
64 bytes from 2.10.0.2: icmp_seq=15234 ttl=61 time=0.380 ms
64 bytes from 2.10.0.2: icmp_seq=15235 ttl=61 time=0.419 ms
64 bytes from 2.10.0.2: icmp_seq=15236 ttl=61 time=0.436 ms
64 bytes from 2.10.0.2: icmp_seq=15237 ttl=61 time=0.434 ms
64 bytes from 2.10.0.2: icmp_seq=15238 ttl=61 time=0.403 ms
64 bytes from 2.10.0.2: icmp_seq=15239 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15240 ttl=61 time=0.345 ms
64 bytes from 2.10.0.2: icmp_seq=15241 ttl=61 time=0.359 ms
64 bytes from 2.10.0.2: icmp_seq=15242 ttl=61 time=0.418 ms
64 bytes from 2.10.0.2: icmp_seq=15243 ttl=61 time=0.378 ms
64 bytes from 2.10.0.2: icmp_seq=15244 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15245 ttl=61 time=0.419 ms
64 bytes from 2.10.0.2: icmp_seq=15246 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15247 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15248 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15249 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15250 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15251 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15252 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15253 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15254 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15255 ttl=61 time=0.402 ms
64 bytes from 2.10.0.2: icmp_seq=15256 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15257 ttl=61 time=0.419 ms
64 bytes from 2.10.0.2: icmp_seq=15258 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15259 ttl=61 time=0.415 ms
64 bytes from 2.10.0.2: icmp_seq=15260 ttl=61 time=0.439 ms
64 bytes from 2.10.0.2: icmp_seq=15261 ttl=61 time=0.331 ms
64 bytes from 2.10.0.2: icmp_seq=15262 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15263 ttl=61 time=0.401 ms
64 bytes from 2.10.0.2: icmp_seq=15264 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15265 ttl=61 time=0.399 ms
64 bytes from 2.10.0.2: icmp_seq=15266 ttl=61 time=0.436 ms
64 bytes from 2.10.0.2: icmp_seq=15267 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15268 ttl=61 time=0.402 ms
64 bytes from 2.10.0.2: icmp_seq=15269 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15270 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15271 ttl=61 time=0.424 ms
64 bytes from 2.10.0.2: icmp_seq=15272 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15273 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15274 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15275 ttl=61 time=0.413 ms
64 bytes from 2.10.0.2: icmp_seq=15276 ttl=61 time=0.412 ms
64 bytes from 2.10.0.2: icmp_seq=15277 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15278 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15279 ttl=61 time=0.409 ms
64 bytes from 2.10.0.2: icmp_seq=15280 ttl=61 time=0.411 ms
64 bytes from 2.10.0.2: icmp_seq=15281 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15282 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15283 ttl=61 time=0.421 ms
64 bytes from 2.10.0.2: icmp_seq=15284 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15285 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15286 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15287 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15288 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15289 ttl=61 time=0.350 ms
64 bytes from 2.10.0.2: icmp_seq=15290 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=15291 ttl=61 time=0.345 ms
64 bytes from 2.10.0.2: icmp_seq=15292 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15293 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15294 ttl=61 time=0.414 ms
64 bytes from 2.10.0.2: icmp_seq=15295 ttl=61 time=0.405 ms
64 bytes from 2.10.0.2: icmp_seq=15296 ttl=61 time=0.325 ms
64 bytes from 2.10.0.2: icmp_seq=15297 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15298 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15299 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15300 ttl=61 time=0.402 ms
64 bytes from 2.10.0.2: icmp_seq=15301 ttl=61 time=0.435 ms
64 bytes from 2.10.0.2: icmp_seq=15302 ttl=61 time=0.434 ms
64 bytes from 2.10.0.2: icmp_seq=15303 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15304 ttl=61 time=0.416 ms
64 bytes from 2.10.0.2: icmp_seq=15305 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15306 ttl=61 time=0.425 ms
64 bytes from 2.10.0.2: icmp_seq=15307 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15308 ttl=61 time=0.404 ms
64 bytes from 2.10.0.2: icmp_seq=15309 ttl=61 time=0.400 ms
64 bytes from 2.10.0.2: icmp_seq=15310 ttl=61 time=0.404 ms
64 bytes from 2.10.0.2: icmp_seq=15311 ttl=61 time=0.341 ms
64 bytes from 2.10.0.2: icmp_seq=15312 ttl=61 time=0.381 ms
64 bytes from 2.10.0.2: icmp_seq=15313 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15314 ttl=61 time=0.376 ms
64 bytes from 2.10.0.2: icmp_seq=15315 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15316 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15317 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15318 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15319 ttl=61 time=0.423 ms
64 bytes from 2.10.0.2: icmp_seq=15320 ttl=61 time=0.403 ms
64 bytes from 2.10.0.2: icmp_seq=15321 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=15322 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15323 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15324 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15325 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15326 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15327 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15328 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15329 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15330 ttl=61 time=0.403 ms
64 bytes from 2.10.0.2: icmp_seq=15331 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15332 ttl=61 time=0.439 ms
64 bytes from 2.10.0.2: icmp_seq=15333 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15334 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15335 ttl=61 time=0.323 ms
64 bytes from 2.10.0.2: icmp_seq=15336 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15337 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15338 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15339 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15340 ttl=61 time=0.423 ms
64 bytes from 2.10.0.2: icmp_seq=15341 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15342 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15343 ttl=61 time=0.414 ms
64 bytes from 2.10.0.2: icmp_seq=15344 ttl=61 time=0.422 ms
64 bytes from 2.10.0.2: icmp_seq=15345 ttl=61 time=0.379 ms
64 bytes from 2.10.0.2: icmp_seq=15346 ttl=61 time=0.377 ms
64 bytes from 2.10.0.2: icmp_seq=15347 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15348 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15349 ttl=61 time=0.404 ms
64 bytes from 2.10.0.2: icmp_seq=15350 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15351 ttl=61 time=0.378 ms
64 bytes from 2.10.0.2: icmp_seq=15352 ttl=61 time=0.457 ms
64 bytes from 2.10.0.2: icmp_seq=15353 ttl=61 time=0.408 ms
64 bytes from 2.10.0.2: icmp_seq=15354 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15355 ttl=61 time=0.342 ms
64 bytes from 2.10.0.2: icmp_seq=15356 ttl=61 time=0.437 ms
64 bytes from 2.10.0.2: icmp_seq=15357 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15358 ttl=61 time=0.328 ms
64 bytes from 2.10.0.2: icmp_seq=15359 ttl=61 time=0.364 ms
64 bytes from 2.10.0.2: icmp_seq=15360 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15361 ttl=61 time=0.443 ms
64 bytes from 2.10.0.2: icmp_seq=15362 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15363 ttl=61 time=0.411 ms
64 bytes from 2.10.0.2: icmp_seq=15364 ttl=61 time=0.422 ms
64 bytes from 2.10.0.2: icmp_seq=15365 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15366 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15367 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15368 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15369 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15370 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15371 ttl=61 time=0.402 ms
64 bytes from 2.10.0.2: icmp_seq=15372 ttl=61 time=0.418 ms
64 bytes from 2.10.0.2: icmp_seq=15373 ttl=61 time=0.436 ms
64 bytes from 2.10.0.2: icmp_seq=15374 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15375 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15376 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15377 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15378 ttl=61 time=0.340 ms
64 bytes from 2.10.0.2: icmp_seq=15379 ttl=61 time=0.379 ms
64 bytes from 2.10.0.2: icmp_seq=15380 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15381 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15382 ttl=61 time=0.434 ms
64 bytes from 2.10.0.2: icmp_seq=15383 ttl=61 time=0.419 ms
64 bytes from 2.10.0.2: icmp_seq=15384 ttl=61 time=0.377 ms
64 bytes from 2.10.0.2: icmp_seq=15385 ttl=61 time=0.391 ms
64 bytes from 2.10.0.2: icmp_seq=15386 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15387 ttl=61 time=0.360 ms
64 bytes from 2.10.0.2: icmp_seq=15388 ttl=61 time=0.400 ms
64 bytes from 2.10.0.2: icmp_seq=15389 ttl=61 time=0.424 ms
64 bytes from 2.10.0.2: icmp_seq=15390 ttl=61 time=0.401 ms
64 bytes from 2.10.0.2: icmp_seq=15391 ttl=61 time=0.342 ms
64 bytes from 2.10.0.2: icmp_seq=15392 ttl=61 time=0.394 ms
64 bytes from 2.10.0.2: icmp_seq=15393 ttl=61 time=0.370 ms
64 bytes from 2.10.0.2: icmp_seq=15394 ttl=61 time=0.409 ms
64 bytes from 2.10.0.2: icmp_seq=15395 ttl=61 time=0.379 ms
64 bytes from 2.10.0.2: icmp_seq=15396 ttl=61 time=0.398 ms
64 bytes from 2.10.0.2: icmp_seq=15397 ttl=61 time=0.376 ms
64 bytes from 2.10.0.2: icmp_seq=15398 ttl=61 time=0.399 ms
64 bytes from 2.10.0.2: icmp_seq=15399 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15400 ttl=61 time=0.379 ms
64 bytes from 2.10.0.2: icmp_seq=15401 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15402 ttl=61 time=0.380 ms
64 bytes from 2.10.0.2: icmp_seq=15403 ttl=61 time=0.416 ms
64 bytes from 2.10.0.2: icmp_seq=15404 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15405 ttl=61 time=0.403 ms
64 bytes from 2.10.0.2: icmp_seq=15406 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15407 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15408 ttl=61 time=0.342 ms
64 bytes from 2.10.0.2: icmp_seq=15409 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15410 ttl=61 time=0.425 ms
64 bytes from 2.10.0.2: icmp_seq=15411 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15412 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15413 ttl=61 time=0.377 ms
64 bytes from 2.10.0.2: icmp_seq=15414 ttl=61 time=0.440 ms
64 bytes from 2.10.0.2: icmp_seq=15415 ttl=61 time=0.402 ms
64 bytes from 2.10.0.2: icmp_seq=15416 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15417 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15418 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15419 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15420 ttl=61 time=0.330 ms
64 bytes from 2.10.0.2: icmp_seq=15421 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15422 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15423 ttl=61 time=0.341 ms
64 bytes from 2.10.0.2: icmp_seq=15424 ttl=61 time=0.455 ms
64 bytes from 2.10.0.2: icmp_seq=15425 ttl=61 time=0.378 ms
64 bytes from 2.10.0.2: icmp_seq=15426 ttl=61 time=0.389 ms
64 bytes from 2.10.0.2: icmp_seq=15427 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15428 ttl=61 time=0.402 ms
64 bytes from 2.10.0.2: icmp_seq=15429 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15430 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15431 ttl=61 time=0.400 ms
64 bytes from 2.10.0.2: icmp_seq=15432 ttl=61 time=0.401 ms
64 bytes from 2.10.0.2: icmp_seq=15433 ttl=61 time=0.408 ms
64 bytes from 2.10.0.2: icmp_seq=15434 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15435 ttl=61 time=0.415 ms
64 bytes from 2.10.0.2: icmp_seq=15436 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15437 ttl=61 time=0.400 ms
64 bytes from 2.10.0.2: icmp_seq=15438 ttl=61 time=0.401 ms
64 bytes from 2.10.0.2: icmp_seq=15439 ttl=61 time=0.400 ms
64 bytes from 2.10.0.2: icmp_seq=15440 ttl=61 time=0.418 ms
64 bytes from 2.10.0.2: icmp_seq=15441 ttl=61 time=0.402 ms
64 bytes from 2.10.0.2: icmp_seq=15442 ttl=61 time=0.418 ms
64 bytes from 2.10.0.2: icmp_seq=15443 ttl=61 time=0.422 ms
64 bytes from 2.10.0.2: icmp_seq=15444 ttl=61 time=0.401 ms
64 bytes from 2.10.0.2: icmp_seq=15445 ttl=61 time=0.417 ms
64 bytes from 2.10.0.2: icmp_seq=15446 ttl=61 time=0.390 ms
64 bytes from 2.10.0.2: icmp_seq=15447 ttl=61 time=0.434 ms
64 bytes from 2.10.0.2: icmp_seq=15448 ttl=61 time=0.420 ms
64 bytes from 2.10.0.2: icmp_seq=15449 ttl=61 time=0.434 ms
64 bytes from 2.10.0.2: icmp_seq=15450 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15451 ttl=61 time=0.381 ms
64 bytes from 2.10.0.2: icmp_seq=15452 ttl=61 time=0.405 ms
64 bytes from 2.10.0.2: icmp_seq=15453 ttl=61 time=0.379 ms
64 bytes from 2.10.0.2: icmp_seq=15454 ttl=61 time=0.404 ms
64 bytes from 2.10.0.2: icmp_seq=15455 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15456 ttl=61 time=0.437 ms
64 bytes from 2.10.0.2: icmp_seq=15457 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15458 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15459 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15460 ttl=61 time=0.431 ms
64 bytes from 2.10.0.2: icmp_seq=15461 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15462 ttl=61 time=0.398 ms
64 bytes from 2.10.0.2: icmp_seq=15463 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15464 ttl=61 time=0.323 ms
64 bytes from 2.10.0.2: icmp_seq=15465 ttl=61 time=0.409 ms
64 bytes from 2.10.0.2: icmp_seq=15466 ttl=61 time=0.436 ms
64 bytes from 2.10.0.2: icmp_seq=15467 ttl=61 time=0.421 ms
64 bytes from 2.10.0.2: icmp_seq=15468 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15469 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15470 ttl=61 time=0.423 ms
64 bytes from 2.10.0.2: icmp_seq=15471 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15472 ttl=61 time=0.402 ms
64 bytes from 2.10.0.2: icmp_seq=15473 ttl=61 time=0.394 ms
64 bytes from 2.10.0.2: icmp_seq=15474 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15475 ttl=61 time=0.409 ms
64 bytes from 2.10.0.2: icmp_seq=15476 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15477 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15478 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15479 ttl=61 time=0.326 ms
64 bytes from 2.10.0.2: icmp_seq=15480 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15481 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=15482 ttl=61 time=0.347 ms
64 bytes from 2.10.0.2: icmp_seq=15483 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15484 ttl=61 time=0.404 ms
64 bytes from 2.10.0.2: icmp_seq=15485 ttl=61 time=0.427 ms
64 bytes from 2.10.0.2: icmp_seq=15486 ttl=61 time=0.462 ms
64 bytes from 2.10.0.2: icmp_seq=15487 ttl=61 time=0.456 ms
64 bytes from 2.10.0.2: icmp_seq=15488 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15489 ttl=61 time=0.455 ms
64 bytes from 2.10.0.2: icmp_seq=15490 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=15491 ttl=61 time=0.456 ms
64 bytes from 2.10.0.2: icmp_seq=15492 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15493 ttl=61 time=0.457 ms
64 bytes from 2.10.0.2: icmp_seq=15494 ttl=61 time=0.453 ms
64 bytes from 2.10.0.2: icmp_seq=15495 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=15496 ttl=61 time=0.459 ms
64 bytes from 2.10.0.2: icmp_seq=15497 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=15498 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=15499 ttl=61 time=0.455 ms
64 bytes from 2.10.0.2: icmp_seq=15500 ttl=61 time=0.453 ms
64 bytes from 2.10.0.2: icmp_seq=15501 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15502 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=15503 ttl=61 time=0.455 ms
64 bytes from 2.10.0.2: icmp_seq=15504 ttl=61 time=0.429 ms
64 bytes from 2.10.0.2: icmp_seq=15505 ttl=61 time=0.430 ms
64 bytes from 2.10.0.2: icmp_seq=15506 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=15507 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=15508 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=15509 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=15510 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=15511 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=15512 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=15513 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=15514 ttl=61 time=0.478 ms
64 bytes from 2.10.0.2: icmp_seq=15515 ttl=61 time=0.438 ms
64 bytes from 2.10.0.2: icmp_seq=15516 ttl=61 time=0.461 ms
64 bytes from 2.10.0.2: icmp_seq=15517 ttl=61 time=0.462 ms
64 bytes from 2.10.0.2: icmp_seq=15518 ttl=61 time=0.459 ms
64 bytes from 2.10.0.2: icmp_seq=15519 ttl=61 time=0.470 ms
64 bytes from 2.10.0.2: icmp_seq=15520 ttl=61 time=0.458 ms
64 bytes from 2.10.0.2: icmp_seq=15521 ttl=61 time=0.458 ms
64 bytes from 2.10.0.2: icmp_seq=15522 ttl=61 time=0.465 ms
64 bytes from 2.10.0.2: icmp_seq=15523 ttl=61 time=0.459 ms
64 bytes from 2.10.0.2: icmp_seq=15524 ttl=61 time=0.461 ms
64 bytes from 2.10.0.2: icmp_seq=15525 ttl=61 time=0.465 ms
64 bytes from 2.10.0.2: icmp_seq=15526 ttl=61 time=0.437 ms
64 bytes from 2.10.0.2: icmp_seq=15527 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=15528 ttl=61 time=0.433 ms
64 bytes from 2.10.0.2: icmp_seq=15529 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=15530 ttl=61 time=0.439 ms
64 bytes from 2.10.0.2: icmp_seq=15531 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=15532 ttl=61 time=0.439 ms
64 bytes from 2.10.0.2: icmp_seq=15533 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=15534 ttl=61 time=0.437 ms
64 bytes from 2.10.0.2: icmp_seq=15535 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=15542 ttl=61 time=0.338 ms
64 bytes from 2.10.0.2: icmp_seq=15545 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=15549 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=15550 ttl=61 time=0.420 ms
64 bytes from 2.10.0.2: icmp_seq=15555 ttl=61 time=0.393 ms
64 bytes from 2.10.0.2: icmp_seq=15556 ttl=61 time=0.333 ms
64 bytes from 2.10.0.2: icmp_seq=15558 ttl=61 time=0.368 ms
64 bytes from 2.10.0.2: icmp_seq=15560 ttl=61 time=0.436 ms
64 bytes from 2.10.0.2: icmp_seq=15563 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=15564 ttl=61 time=0.351 ms
64 bytes from 2.10.0.2: icmp_seq=15569 ttl=61 time=0.390 ms
64 bytes from 2.10.0.2: icmp_seq=15571 ttl=61 time=0.387 ms
64 bytes from 2.10.0.2: icmp_seq=15577 ttl=61 time=0.384 ms
